Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
31.5,92.4,Low,Medium,Yes,6.0,54.2,Medium,Yes,1,59.0
18.0,64.4,High,High,Yes,6.7,85.5,Low,Yes,2,62.7
24.8,70.0,Low,Medium,No,6.8,59.1,High,Yes,3,64.1
34.2,95.8,High,High,Yes,9.3,61.5,Medium,Yes,3,72.7
16.8,88.6,Medium,High,No,6.8,68.9,Medium,Yes,1,52.2
11.3,85.6,Medium,Medium,Yes,10.0,82.9,Low,Yes,1,56.2
9.2,86.6,Medium,High,Yes,7.3,73.5,Medium,Yes,3,61.0
24.8,76.6,Medium,Medium,No,9.9,97.2,Low,Yes,1,67.6
9.2,61.8,Medium,High,No,8.4,71.7,High,Yes,0,48.1
18.3,91.4,Medium,High,Yes,7.7,60.0,High,Yes,4,63.5
23.1,87.1,High,High,No,9.3,76.8,Low,Yes,0,64.6
21.6,78.9,High,Medium,Yes,8.7,72.5,Medium,Yes,5,66.8
23.1,96.0,Medium,High,Yes,8.0,89.4,Medium,Yes,1,74.2
21.8,73.4,Medium,Medium,Yes,10.0,96.8,High,Yes,3,73.0
28.2,71.8,High,Medium,No,6.6,91.8,Medium,Yes,0,69.7
14.8,94.9,Medium,Medium,Yes,5.9,69.5,High,Yes,0,50.2
16.4,91.9,High,High,Yes,6.3,60.8,Medium,Yes,2,57.4
15.9,80.6,High,Low,No,9.5,95.7,Low,Yes,1,58.9
25.5,65.2,Low,Medium,Yes,9.1,69.3,Medium,Yes,2,59.2
25.9,68.6,Medium,Medium,Yes,6.5,88.5,Medium,Yes,1,61.5
23.2,86.2,Medium,Medium,Yes,4.1,99.5,Low,Yes,2,72.4
27.6,75.4,High,High,No,6.9,78.9,Low,Yes,0,69.9
13.4,93.5,Medium,High,Yes,5.9,74.0,High,Yes,2,64.7
30.5,98.0,High,Medium,No,6.6,85.0,Medium,Yes,1,73.6
29.6,92.2,Medium,Medium,Yes,5.8,59.7,Low,Yes,4,73.1
24.9,75.1,Low,Medium,Yes,5.1,74.4,High,Yes,2,61.9
31.2,91.5,Low,Medium,No,9.6,65.6,Low,Yes,1,63.7
10.6,74.1,Medium,Medium,Yes,6.3,58.2,Low,Yes,1,49.3
17.4,66.7,Medium,Low,No,9.0,80.5,Medium,Yes,1,53.9
16.1,61.3,Medium,Medium,Yes,6.9,78.8,High,Yes,1,61.4
24.8,75.4,Medium,Medium,Yes,5.7,88.1,Medium,Yes,0,65.9
14.2,96.1,Low,Medium,Yes,7.9,93.6,Medium,Yes,1,62.4
25.0,69.6,Low,Medium,Yes,6.7,61.0,Low,Yes,2,52.7
28.7,68.3,Medium,Medium,Yes,6.9,89.0,Medium,Yes,1,67.9
24.7,98.8,Medium,Low,Yes,7.4,68.4,Medium,Yes,3,61.9
22.2,61.0,Medium,High,Yes,6.1,81.4,High,Yes,1,58.2
14.6,91.4,High,Medium,Yes,5.1,92.5,Medium,Yes,2,65.4
15.4,72.9,High,Low,Yes,7.1,62.8,Low,Yes,0,38.0
28.0,61.5,Low,Medium,Yes,8.5,80.0,Medium,Yes,1,64.8
25.2,96.7,Medium,High,Yes,6.0,74.0,Low,Yes,1,66.8
20.3,65.6,High,High,Yes,7.4,89.5,High,Yes,1,62.5
18.0,82.1,High,High,Yes,9.2,84.9,Low,Yes,0,60.5
8.3,71.0,High,Low,No,7.1,88.5,Low,Yes,5,51.7
14.1,62.6,Medium,Medium,No,7.3,64.4,Medium,Yes,1,46.8
32.0,62.0,Low,High,Yes,7.3,85.2,Low,Yes,2,65.0
12.8,64.6,Medium,Medium,Yes,6.3,80.3,Medium,Yes,4,60.6
21.6,62.9,High,High,Yes,5.9,72.8,Medium,Yes,2,53.2
26.5,90.4,Medium,Medium,No,5.9,68.9,Medium,Yes,2,68.5
13.0,79.4,Low,Medium,Yes,7.7,66.6,Medium,Yes,1,56.7
21.6,73.7,High,High,Yes,8.2,50.5,High,Yes,1,53.8
26.1,76.7,Medium,Medium,Yes,8.2,58.5,Medium,Yes,1,50.5
20.6,97.2,Low,Low,No,6.7,52.9,High,Yes,3,50.1
37.7,96.4,Low,Medium,No,8.6,92.4,Low,Yes,2,83.2
10.5,88.6,Medium,High,Yes,7.6,93.0,Low,Yes,3,72.7
26.9,95.4,Medium,Low,Yes,7.3,92.3,Medium,Yes,3,74.8
19.5,72.8,Medium,Low,No,4.0,90.9,Low,Yes,4,59.0
25.1,75.2,Low,Medium,Yes,6.1,61.1,Medium,Yes,1,51.7
23.1,84.5,Low,High,Yes,5.2,74.6,High,Yes,2,73.3
16.1,84.9,Medium,High,No,8.0,95.4,Medium,Yes,1,69.0
21.9,79.3,Medium,Medium,Yes,7.3,88.0,Medium,No,1,61.8
9.4,76.0,Low,Medium,Yes,5.8,50.1,Medium,Yes,1,51.6
24.1,99.4,Medium,Medium,Yes,7.6,73.0,Low,Yes,2,67.7
22.3,92.8,Low,Medium,No,5.3,50.5,Medium,Yes,3,58.8
24.3,77.4,Medium,High,Yes,5.8,64.0,Low,Yes,1,53.9
26.8,89.1,Low,Low,No,6.3,71.8,Low,Yes,1,64.1
22.7,70.8,Low,Medium,Yes,7.9,94.6,Low,Yes,0,66.1
21.4,64.0,Medium,Medium,No,9.0,82.7,High,Yes,2,64.3
15.2,74.1,Medium,Low,No,6.4,68.1,Low,Yes,2,53.5
16.2,76.1,High,Medium,Yes,8.9,74.5,Medium,Yes,0,58.9
27.6,60.7,Low,Medium,Yes,7.3,90.9,Low,Yes,4,69.2
29.1,92.6,Low,High,No,7.5,65.0,Medium,Yes,0,59.4
19.1,74.4,Medium,Medium,No,7.1,80.8,Medium,No,2,57.6
20.8,83.2,High,Medium,Yes,6.9,63.1,Medium,Yes,1,49.5
15.1,63.0,Medium,Medium,No,7.8,74.0,Medium,Yes,1,58.1
27.5,67.0,Medium,High,Yes,8.2,51.2,High,Yes,2,52.5
24.5,95.6,Medium,Medium,Yes,6.1,92.6,Medium,Yes,1,72.5
32.1,84.3,Low,High,No,7.0,52.4,Low,Yes,1,51.2
15.2,98.0,High,High,Yes,9.4,61.2,High,No,2,67.9
18.2,100.0,Medium,High,Yes,7.4,66.7,High,Yes,3,62.4
21.9,74.9,High,Low,No,7.6,81.3,Medium,Yes,2,62.9
24.4,72.0,Medium,Medium,No,8.7,86.0,Medium,Yes,0,57.2
19.2,94.3,Medium,Low,No,6.5,54.0,Low,Yes,2,53.5
15.3,99.9,Low,Medium,No,7.2,52.2,Medium,No,4,60.4
25.8,85.2,Medium,High,No,8.3,89.9,Medium,Yes,0,70.6
24.8,91.8,Low,Low,Yes,8.8,85.6,High,Yes,2,71.2
15.0,91.3,Medium,Medium,Yes,4.1,91.6,Low,Yes,3,68.6
28.6,74.2,Medium,Low,Yes,6.2,83.8,Medium,Yes,1,62.6
27.5,83.0,High,High,Yes,5.9,87.6,Medium,Yes,1,76.0
21.3,93.3,Medium,Low,No,7.0,69.0,Medium,Yes,1,59.7
21.0,87.5,Medium,Low,Yes,6.0,79.5,Medium,Yes,1,55.1
23.8,60.8,Low,Medium,Yes,8.1,90.3,High,Yes,1,74.4
15.3,73.5,Medium,High,No,7.4,58.6,Medium,Yes,2,53.1
20.7,65.8,Low,Low,Yes,8.4,71.1,High,Yes,0,53.7
7.6,69.3,High,Medium,Yes,8.4,87.0,Low,Yes,2,53.9
25.8,96.2,High,Low,Yes,8.1,76.6,Low,Yes,2,60.5
11.1,61.5,Medium,High,No,6.8,84.1,High,Yes,4,63.0
29.5,68.8,Low,Medium,Yes,7.3,64.6,Low,Yes,1,59.0
18.5,72.4,Medium,High,Yes,6.6,51.6,Medium,Yes,1,52.5
19.2,84.7,High,Medium,Yes,5.4,51.5,Medium,Yes,0,51.5
16.7,81.4,Medium,Low,Yes,8.4,97.1,Medium,Yes,1,62.2
18.8,68.7,Low,Medium,Yes,7.1,97.2,Medium,Yes,2,63.5
29.0,66.6,High,Low,No,5.2,60.6,Medium,Yes,1,56.0
5.6,69.5,High,Medium,Yes,7.9,57.4,High,Yes,2,49.3
28.2,80.1,Low,Medium,Yes,6.9,50.9,Low,Yes,1,48.9
22.5,70.8,High,Medium,No,4.5,61.6,Medium,No,3,55.9
13.3,97.9,Medium,Low,No,5.4,66.7,Medium,Yes,2,56.8
14.0,78.6,Medium,Low,Yes,6.3,62.1,Medium,Yes,1,48.1
30.6,62.4,Medium,High,Yes,7.5,89.9,Low,Yes,2,73.4
14.8,89.2,High,High,No,8.2,87.5,Medium,Yes,0,58.5
13.6,73.2,Medium,Low,Yes,8.2,54.1,Low,Yes,0,33.6
27.3,86.1,Low,Low,Yes,8.0,84.9,Medium,Yes,0,69.9
22.5,71.2,High,High,Yes,7.2,76.0,Medium,Yes,1,64.1
14.9,82.8,Low,High,Yes,9.4,56.6,Low,Yes,3,52.0
21.8,90.9,High,High,No,8.1,87.0,Medium,Yes,0,66.7
14.3,97.1,Medium,Medium,Yes,7.5,54.3,Medium,Yes,0,51.6
27.1,70.4,Low,Medium,Yes,7.9,58.9,Low,No,2,54.7
26.9,73.4,Low,Medium,No,6.7,57.5,Medium,Yes,0,55.0
23.7,78.6,High,Medium,Yes,7.1,97.0,High,Yes,0,71.5
22.7,97.1,Medium,Low,Yes,4.5,84.9,High,Yes,1,71.6
31.1,96.1,Medium,Low,Yes,6.7,70.6,Medium,Yes,1,69.3
20.5,63.6,Medium,Low,No,9.5,91.1,Low,Yes,1,61.6
13.4,65.3,High,Medium,Yes,7.4,60.8,Low,Yes,2,47.2
23.2,79.8,Medium,Medium,No,7.3,96.6,Medium,No,2,71.5
33.0,64.3,Medium,Medium,Yes,8.5,84.8,Medium,Yes,3,72.9
14.4,73.8,Medium,High,No,7.7,78.0,Low,Yes,1,59.9
18.3,65.9,High,High,No,6.2,89.7,Medium,Yes,3,65.9
23.0,85.4,Medium,Medium,No,7.2,82.2,High,Yes,0,65.7
20.2,98.0,Medium,High,Yes,5.7,94.4,Medium,Yes,1,75.0
14.6,99.9,High,Medium,Yes,7.4,91.5,Medium,Yes,0,68.3
27.2,75.0,High,Low,Yes,6.1,59.9,Medium,Yes,1,54.4
34.4,84.0,Low,High,Yes,8.4,62.0,Medium,Yes,2,69.0
21.7,94.3,High,Low,Yes,6.5,53.3,Medium,Yes,1,49.3
15.1,64.7,Medium,Medium,Yes,6.1,61.0,Medium,Yes,2,49.4
11.2,87.6,Low,Medium,No,7.1,67.2,Medium,Yes,4,63.3
22.0,76.4,Medium,Medium,No,7.7,51.4,Medium,Yes,1,53.0
27.1,68.2,Medium,Medium,Yes,5.6,65.7,Medium,Yes,5,61.1
23.4,76.1,High,Medium,Yes,6.5,88.6,Low,Yes,5,67.1
20.5,63.0,Medium,Medium,No,7.3,92.0,High,Yes,2,62.7
17.0,87.8,Medium,High,Yes,8.9,50.4,High,Yes,0,59.4
13.9,70.1,Medium,Medium,Yes,4.0,50.4,Medium,Yes,1,40.0
25.5,72.5,Medium,Medium,Yes,8.0,57.3,Low,Yes,2,42.6
26.0,64.8,Low,Medium,Yes,6.7,93.6,Low,Yes,1,58.9
11.2,94.6,Low,High,No,6.6,73.5,High,Yes,2,63.3
30.0,79.7,Medium,High,No,6.3,99.1,High,Yes,0,75.7
23.9,82.9,High,High,Yes,6.7,94.4,Low,Yes,2,71.2
28.9,82.8,Medium,Low,Yes,8.0,94.5,Medium,Yes,0,71.1
12.4,76.4,Medium,Low,Yes,6.5,56.4,Medium,Yes,0,40.8
12.3,67.7,Medium,Low,No,9.4,73.8,Medium,Yes,1,46.3
19.6,89.8,Medium,Low,No,8.0,99.7,Medium,Yes,1,72.7
23.5,65.1,High,Medium,Yes,7.5,57.5,Medium,Yes,0,51.3
31.3,64.2,High,High,No,7.0,78.7,Low,Yes,2,54.4
24.7,88.4,Medium,Medium,Yes,8.7,67.2,Low,Yes,0,50.2
19.0,68.4,Medium,High,Yes,8.9,69.4,Low,Yes,0,44.7
14.3,72.3,Medium,Low,No,5.7,94.5,High,Yes,3,65.7
27.9,79.0,Medium,High,Yes,6.3,79.4,Medium,Yes,3,71.6
14.7,78.0,Medium,Low,Yes,8.0,87.9,Medium,Yes,2,59.9
30.3,88.3,High,High,No,8.4,83.7,Medium,Yes,4,74.8
18.8,84.9,High,Low,Yes,6.8,76.5,High,Yes,1,65.4
30.0,85.8,Medium,High,Yes,6.2,89.6,Low,Yes,1,72.8
24.6,88.6,High,Medium,Yes,7.3,98.5,Low,Yes,2,68.2
19.7,71.7,High,Medium,Yes,9.1,98.3,Medium,Yes,3,66.6
17.4,72.9,High,Medium,Yes,7.3,89.5,High,Yes,0,60.8
18.5,77.5,High,Medium,Yes,5.6,74.4,Medium,Yes,5,62.5
23.1,72.3,Medium,Medium,No,7.3,58.2,Medium,Yes,0,51.7
21.0,99.4,Medium,High,No,8.2,52.2,Low,No,0,54.0
16.9,92.6,High,Medium,Yes,7.1,61.6,Medium,Yes,0,50.0
19.5,66.6,High,High,Yes,8.8,67.0,Low,Yes,0,45.4
21.0,60.2,High,Low,No,8.3,56.5,Medium,Yes,2,49.8
7.7,61.7,Low,Medium,No,7.1,61.2,Low,Yes,2,44.8
23.2,69.8,Medium,Medium,Yes,7.3,54.2,Medium,Yes,0,56.4
14.6,64.6,Low,High,No,4.8,76.2,Medium,Yes,2,58.8
13.6,81.3,Medium,Medium,Yes,8.8,56.3,High,Yes,1,48.5
10.4,94.3,Low,Medium,No,6.8,87.1,Low,Yes,1,60.9
9.7,89.5,Low,Medium,Yes,6.7,66.6,Medium,Yes,0,49.8
12.4,68.6,Low,Medium,No,6.5,83.6,High,Yes,2,55.2
16.2,76.0,Medium,Medium,Yes,7.8,94.1,Low,Yes,0,59.4
32.2,80.3,Medium,Medium,No,5.7,54.3,Medium,Yes,1,59.7
17.3,92.4,Low,Medium,Yes,5.9,99.5,Medium,Yes,2,77.4
21.6,93.6,Medium,Low,Yes,7.1,82.3,Low,Yes,0,59.9
22.9,96.4,Low,High,No,6.4,52.7,Low,Yes,1,51.3
21.3,80.4,High,Low,No,7.6,65.7,Low,Yes,1,44.1
20.0,87.8,Medium,High,No,6.4,94.3,Medium,Yes,4,70.4
13.3,64.5,Medium,Low,Yes,9.3,79.8,Low,Yes,2,46.9
29.2,82.6,High,Low,No,8.1,64.4,Low,Yes,1,63.0
31.3,69.9,Medium,Medium,No,8.1,97.0,Medium,Yes,2,73.8
10.4,77.3,High,Medium,Yes,6.4,89.4,Medium,Yes,1,58.6
14.4,85.4,Medium,Medium,Yes,10.0,86.8,Low,Yes,3,66.3
18.8,70.3,High,Medium,No,6.6,94.4,Medium,Yes,1,67.0
14.7,62.1,Medium,Medium,No,6.3,88.5,High,Yes,0,58.6
23.5,60.4,High,Medium,No,8.1,64.3,Low,Yes,0,53.5
16.1,60.9,High,Medium,No,7.5,79.2,Low,Yes,1,49.3
33.5,60.3,Medium,Medium,No,6.1,92.1,Low,Yes,0,67.1
27.6,64.4,Medium,High,No,10.0,59.0,Low,Yes,2,50.0
21.8,69.6,Medium,High,No,8.5,58.2,Medium,Yes,1,54.8
26.7,68.8,Low,Medium,No,7.2,57.9,High,Yes,2,63.0
27.1,99.5,Medium,High,No,10.0,59.7,Medium,No,4,71.5
17.1,72.2,High,High,Yes,8.3,55.2,Medium,Yes,0,52.4
15.6,65.1,Medium,Medium,Yes,7.2,91.9,Medium,Yes,3,75.2
21.0,81.8,Medium,Medium,Yes,10.0,90.9,Low,Yes,3,65.7
25.7,94.3,High,High,No,8.1,57.6,Low,Yes,0,52.7
21.3,87.1,Medium,Low,Yes,8.0,85.3,Medium,Yes,4,70.1
11.0,71.8,Low,Low,Yes,6.7,81.3,Medium,Yes,0,48.0
15.7,82.5,High,Medium,Yes,7.3,63.8,Low,Yes,3,48.4
20.1,88.6,High,High,No,6.7,61.4,Low,Yes,0,52.3
20.0,89.1,Low,High,No,9.1,62.5,Medium,No,2,67.7
32.3,86.7,High,Medium,No,5.1,86.5,Medium,Yes,2,77.1
12.2,94.8,Medium,High,Yes,9.0,66.0,Medium,Yes,0,56.2
23.5,94.8,Medium,Low,Yes,6.1,63.9,Medium,Yes,2,52.9
29.4,83.2,Low,Low,Yes,7.1,51.1,Medium,Yes,0,50.2
34.1,77.2,Medium,Medium,Yes,6.8,95.4,Low,Yes,3,81.3
18.1,85.7,Medium,High,No,6.5,87.6,High,No,2,70.0
23.4,92.7,Medium,Medium,Yes,8.1,73.6,Low,Yes,0,67.8
23.9,60.2,High,Low,Yes,7.2,97.1,Low,No,0,62.0
21.7,99.7,Low,Medium,Yes,6.3,64.7,High,Yes,2,64.2
19.9,67.3,High,Medium,Yes,7.4,83.7,Low,Yes,0,54.6
23.1,78.8,Medium,Medium,Yes,6.3,65.3,Medium,Yes,1,57.0
5.3,94.9,High,Low,Yes,6.5,65.7,High,Yes,3,48.1
24.6,69.0,Medium,High,Yes,5.3,92.2,Medium,Yes,1,72.8
21.3,79.1,Low,Medium,Yes,6.6,89.4,Medium,Yes,0,66.1
19.2,65.3,Low,Medium,Yes,7.8,64.7,Medium,Yes,0,49.4
32.8,75.8,High,Low,No,7.2,54.1,High,Yes,2,60.0
16.5,67.1,High,Low,No,9.6,67.9,Medium,Yes,4,57.7
18.1,74.5,Medium,Medium,Yes,10.0,88.0,Medium,Yes,1,70.6
32.4,74.9,Medium,High,No,6.6,55.0,High,Yes,2,70.5
15.5,99.7,Medium,Medium,No,6.1,83.6,High,Yes,1,67.9
17.2,99.8,High,High,Yes,8.7,94.5,Medium,Yes,4,72.8
19.6,64.6,High,High,Yes,7.6,59.0,Low,Yes,2,44.1
25.5,89.0,High,Low,Yes,8.7,93.1,Medium,Yes,2,71.8
21.7,62.1,High,Medium,Yes,7.7,52.6,Low,Yes,1,41.8
12.7,61.2,High,Medium,No,6.9,83.3,Medium,Yes,3,58.3
17.3,64.2,Medium,Medium,Yes,7.0,89.6,Medium,Yes,1,61.7
16.9,98.6,High,Medium,No,7.8,72.2,Medium,Yes,0,61.6
20.0,97.6,Medium,Medium,Yes,6.9,60.2,Medium,Yes,1,52.4
23.1,67.8,High,Medium,No,8.8,96.2,High,Yes,0,65.4
23.0,66.5,Medium,High,No,5.5,51.0,Low,Yes,2,48.2
9.8,69.6,Low,Low,No,8.8,77.8,Low,Yes,0,47.0
26.9,80.6,Medium,Medium,No,4.8,68.6,Medium,Yes,0,60.5
22.0,82.8,Medium,Medium,Yes,7.4,73.1,Medium,Yes,6,78.3
28.8,68.9,Medium,Medium,No,6.8,76.8,Medium,Yes,2,55.7
23.2,90.3,Medium,Medium,Yes,5.2,76.7,High,Yes,2,73.1
27.1,72.4,Medium,High,No,4.5,60.2,Medium,Yes,2,64.1
23.3,96.9,Medium,High,Yes,5.8,84.0,Medium,Yes,0,65.3
28.6,86.3,Medium,Medium,Yes,7.3,51.0,Low,No,3,54.4
23.6,77.5,Low,Medium,No,6.4,51.1,Medium,Yes,0,57.1
19.9,91.6,High,Medium,Yes,5.8,73.9,Medium,Yes,1,58.8
34.1,92.7,High,Medium,Yes,9.0,77.1,Medium,Yes,0,67.4
25.8,71.6,Low,High,Yes,5.6,63.7,High,Yes,2,63.8
23.9,73.6,High,High,No,8.1,77.6,Medium,Yes,2,67.1
12.8,97.4,High,Medium,No,6.0,75.8,High,Yes,2,67.5
12.8,66.6,Low,Medium,No,5.7,67.5,Medium,Yes,1,53.7
22.3,61.7,Medium,Low,No,6.4,82.6,Medium,Yes,1,61.4
21.4,78.2,Medium,Low,Yes,8.0,97.9,Medium,Yes,2,61.0
16.8,92.0,Medium,Low,Yes,5.4,74.5,Medium,Yes,0,56.1
21.3,90.9,High,Low,No,7.6,89.3,Low,No,4,70.3
30.0,96.8,Medium,Medium,No,6.0,62.4,Low,Yes,2,65.1
24.7,81.3,Low,Medium,Yes,6.2,88.1,Low,No,0,60.5
13.7,64.0,High,Medium,Yes,7.7,82.4,High,Yes,1,54.4
19.8,83.5,Medium,Medium,Yes,10.0,82.0,Medium,Yes,1,58.5
15.7,91.1,High,Medium,Yes,6.0,94.7,Medium,No,1,68.9
18.2,63.7,Low,Medium,Yes,8.1,61.7,Medium,Yes,1,53.9
18.0,66.9,Medium,Medium,Yes,6.8,68.4,Medium,Yes,1,53.6
17.6,60.5,Medium,High,Yes,6.6,54.2,Medium,Yes,3,46.6
13.0,83.7,Low,Low,Yes,8.6,86.3,Medium,Yes,0,57.8
19.7,95.5,Medium,High,No,6.1,92.2,High,No,2,72.0
17.1,86.8,Low,Medium,No,5.7,70.3,High,Yes,2,58.8
2.9,99.3,Medium,Medium,Yes,7.8,67.8,Medium,No,4,53.2
32.8,62.5,Medium,Low,Yes,9.3,82.9,High,Yes,3,67.6
27.0,96.1,Low,Low,No,8.2,53.8,Low,Yes,1,48.9
18.2,92.6,High,Medium,Yes,5.4,64.7,Low,Yes,1,60.0
20.6,72.6,Low,High,No,6.4,68.3,Medium,Yes,4,54.6
13.5,98.9,Medium,Medium,Yes,8.5,75.9,High,Yes,1,60.4
30.7,71.5,Medium,Medium,No,9.3,73.8,Medium,Yes,1,62.9
31.9,95.6,Medium,Medium,Yes,7.5,60.4,Medium,Yes,2,70.3
21.4,95.2,Medium,Medium,Yes,6.4,77.0,Low,Yes,3,65.4
26.6,90.3,Low,High,No,9.3,96.3,High,Yes,3,80.9
21.6,82.5,High,High,No,7.1,51.4,Medium,Yes,1,50.6
12.5,64.8,Medium,Medium,Yes,6.4,84.0,Medium,Yes,1,60.1
18.0,81.3,Low,Medium,No,6.2,81.2,High,Yes,0,59.3
21.3,74.3,Medium,Low,Yes,5.6,96.2,Low,Yes,3,66.5
17.8,91.7,High,High,No,10.0,82.3,Medium,Yes,2,66.3
19.2,90.3,Medium,Medium,Yes,9.0,81.2,Low,Yes,1,62.5
20.0,96.4,Low,High,Yes,6.3,88.5,Medium,Yes,1,76.5
20.0,60.6,Medium,Medium,No,9.5,63.4,Low,Yes,1,50.8
20.8,92.4,Medium,High,Yes,7.9,79.8,Medium,Yes,4,70.4
14.1,97.5,Medium,Medium,Yes,7.8,76.0,High,Yes,3,72.6
16.2,91.6,High,Medium,Yes,6.3,71.9,Medium,Yes,1,64.6
12.8,65.2,Medium,Medium,Yes,6.5,54.0,Medium,Yes,1,48.4
26.4,63.3,Medium,High,No,7.1,64.6,Medium,Yes,1,59.0
7.9,60.8,High,High,Yes,4.6,64.0,Medium,Yes,1,42.9
27.4,85.1,Medium,High,No,6.6,86.2,High,Yes,3,68.0
28.8,85.2,Medium,High,Yes,7.2,96.0,Medium,Yes,1,77.1
18.7,99.5,Medium,Medium,Yes,8.9,61.5,Medium,Yes,1,60.3
4.9,75.9,Medium,High,Yes,6.4,53.7,Medium,Yes,1,37.8
18.3,73.3,Medium,High,No,8.3,100.0,Low,Yes,1,67.8
20.1,85.0,Medium,Medium,Yes,4.5,84.6,Medium,Yes,1,62.6
14.4,93.0,High,Medium,Yes,8.7,94.3,Medium,Yes,3,71.5
17.4,97.5,High,Medium,Yes,6.0,57.2,Medium,Yes,4,56.4
29.7,92.1,High,Medium,No,7.4,90.0,Medium,Yes,2,72.3
24.5,77.1,Medium,High,Yes,7.7,90.7,Medium,Yes,0,68.2
15.0,85.4,Medium,Medium,No,7.5,57.6,High,Yes,1,48.9
10.9,94.3,Low,Medium,Yes,7.1,58.1,High,Yes,1,57.0
18.5,79.6,Medium,Medium,Yes,5.6,64.8,Medium,Yes,0,53.0
19.2,68.7,High,Medium,Yes,6.0,60.8,Medium,Yes,1,46.5
23.5,66.8,Medium,Medium,Yes,8.5,98.8,Medium,Yes,1,66.0
17.3,60.0,High,High,Yes,6.4,68.1,Medium,Yes,0,54.0
23.6,88.7,Low,Medium,No,7.1,88.1,High,Yes,5,76.4
32.1,64.4,Medium,High,Yes,5.3,90.3,Low,Yes,0,70.1
25.4,69.8,Medium,Low,Yes,8.3,69.3,Medium,Yes,0,50.9
20.2,71.9,Medium,High,Yes,5.5,84.1,Low,Yes,1,59.5
19.4,82.4,High,Medium,Yes,8.4,55.4,Medium,Yes,0,50.0
18.4,75.9,High,Low,Yes,5.8,69.8,Low,Yes,1,59.5
27.6,87.0,Low,Medium,No,8.5,98.4,High,Yes,2,76.4
16.7,62.2,Low,High,Yes,7.2,58.4,Medium,Yes,1,51.8
20.8,65.0,Low,Low,No,6.5,69.3,High,No,0,56.1
20.8,80.0,Medium,Medium,Yes,9.3,89.5,High,Yes,2,77.3
17.5,73.5,Medium,High,Yes,7.1,83.3,Medium,Yes,1,67.5
12.3,71.8,High,Low,Yes,6.7,81.6,Medium,Yes,1,52.0
22.4,62.7,Medium,Medium,Yes,8.4,92.7,Low,Yes,1,57.4
20.1,95.8,Medium,Medium,Yes,5.3,51.5,High,No,1,50.7
23.5,87.7,High,Medium,Yes,4.0,88.6,Medium,Yes,0,68.0
17.3,64.9,Medium,Medium,Yes,8.7,94.1,Low,Yes,0,62.1
27.8,62.6,Medium,Low,No,6.1,50.8,Medium,Yes,1,53.6
15.2,99.0,Low,High,Yes,8.3,77.9,Low,Yes,1,59.5
30.8,87.2,Medium,Low,No,7.3,67.4,Medium,Yes,2,64.1
10.0,76.7,Medium,Medium,Yes,5.7,52.5,Low,Yes,2,48.0
23.1,88.1,Medium,Medium,No,8.0,70.9,Medium,Yes,3,61.3
23.4,90.3,High,Medium,Yes,6.7,82.2,Medium,Yes,2,58.1
15.7,91.2,High,Medium,Yes,5.8,96.0,Medium,Yes,2,73.7
23.0,79.1,High,High,No,5.8,81.0,High,Yes,2,65.4
28.2,77.2,Medium,High,Yes,4.9,92.8,Medium,Yes,3,74.8
7.2,60.4,High,High,Yes,7.7,56.1,Medium,Yes,1,44.2
23.5,97.1,Medium,Medium,Yes,6.0,60.5,High,Yes,3,63.4
5.5,84.1,Medium,High,Yes,7.2,98.5,High,Yes,1,70.3
14.7,68.1,Medium,High,No,7.0,94.4,Medium,Yes,1,74.4
30.3,96.8,Low,Medium,No,6.0,61.8,Low,Yes,2,59.0
17.0,96.6,Medium,Medium,No,5.2,81.0,Medium,No,0,62.5
13.5,99.6,Medium,Low,No,10.0,68.1,High,Yes,1,57.8
19.3,95.0,High,Medium,Yes,7.1,73.4,Medium,Yes,1,62.7
32.9,99.9,Medium,High,Yes,9.6,93.0,Medium,Yes,1,78.0
9.5,69.8,High,Medium,No,8.7,86.8,High,Yes,2,57.8
14.2,93.7,Medium,Medium,Yes,6.8,61.9,Low,Yes,1,48.0
29.5,92.9,Low,Low,Yes,7.4,65.8,Low,Yes,2,58.8
31.6,69.2,Medium,Low,Yes,7.4,64.5,High,Yes,2,60.8
19.9,63.9,Medium,Medium,No,9.6,89.0,Low,Yes,1,48.8
13.1,99.2,Low,High,Yes,8.3,74.5,Medium,Yes,2,62.9
33.1,71.8,Medium,Medium,No,6.2,97.5,High,Yes,1,76.5
30.1,94.8,Medium,High,Yes,7.7,90.8,Medium,Yes,0,72.5
24.6,60.2,Medium,Low,Yes,8.2,60.6,Medium,Yes,1,50.9
15.6,60.8,High,Medium,No,5.7,89.3,Medium,Yes,1,58.7
20.2,78.6,Medium,Medium,No,7.8,75.3,Medium,Yes,3,60.9
19.5,69.5,Low,High,Yes,8.9,62.7,Medium,Yes,2,55.7
22.5,87.6,High,Low,Yes,6.1,68.2,Medium,Yes,4,60.0
29.2,82.6,Medium,Low,Yes,6.3,98.6,Medium,No,0,66.8
25.8,63.1,High,Medium,No,8.7,74.2,Medium,Yes,2,68.6
14.0,66.5,High,High,Yes,6.7,86.0,Medium,Yes,2,59.1
28.8,75.5,High,Low,Yes,5.9,73.9,Low,Yes,0,58.0
22.4,67.4,Medium,Low,No,8.3,68.6,Low,Yes,0,59.7
